user_id,email,signup_date,plan_type,total_spent,country,ip_address,device_type,currency,lifetime_value,risk_score,status,churn_probability,last_active,referral_code
1028,corp_user_1028@enterprise.io,2026-05-11,Enterprise,14196.41,DE,142.2.94.151,MacOS,USD,17115.15,0.3672,ACTIVE,0.34,2026-08-13 09:11:50,REF_4521
1029,corp_user_1029@enterprise.io,2026-04-29,Pro,6494.25,US,202.208.78.157,iOS,USD,13586.26,0.1483,ACTIVE,0.43,2026-08-17 09:11:50,REF_4758
1030,corp_user_1030@enterprise.io,2026-07-10,Enterprise,10161.54,CA,196.121.238.198,iOS,USD,34966.73,0.1617,ACTIVE,0.33,2026-08-14 09:11:50,REF_6023
1031,corp_user_1031@enterprise.io,2025-09-22,Basic,959.28,UK,232.178.197.48,iOS,USD,3672.45,0.2578,ACTIVE,0.23,2026-08-20 09:11:50,REF_5458
1032,corp_user_1032@enterprise.io,2026-02-09,Enterprise,10937.05,AU,102.135.42.107,iOS,USD,40348.46,0.3731,ACTIVE,0.17,2026-08-15 09:11:50,REF_6397
1033,corp_user_1033@enterprise.io,2025-09-14,Basic,14170.06,FR,113.13.194.60,Linux,USD,24750.63,0.6067,ACTIVE,0.43,2026-08-12 09:11:50,REF_9809
1034,corp_user_1034@enterprise.io,2026-05-14,Pro,6901.43,FR,44.118.162.135,Windows,USD,17450.97,0.623,ACTIVE,0.21,2026-08-19 09:11:50,REF_4627
1035,corp_user_1035@enterprise.io,2026-06-03,Enterprise,13414.58,UK,57.239.92.246,Linux,USD,37413.7,0.3303,ACTIVE,0.1,2026-08-10 09:11:50,REF_6908
1036,corp_user_1036@enterprise.io,2026-03-07,Enterprise,11015.15,UK,161.235.63.159,iOS,USD,36927.51,0.079,ACTIVE,0.41,2026-08-16 09:11:50,REF_1012
1037,corp_user_1037@enterprise.io,2026-05-16,Basic,6626.41,DE,1.217.124.120,MacOS,USD,10025.82,0.3659,ACTIVE,0.32,2026-08-12 09:11:50,REF_4677
1038,corp_user_1038@enterprise.io,2026-03-12,Basic,6284.42,DE,252.14.18.175,Android,USD,17536.3,0.8173,ACTIVE,0.16,2026-08-23 09:11:50,REF_2483
1039,corp_user_1039@enterprise.io,2026-02-24,Enterprise,3772.42,IN,240.188.226.139,Android,USD,11091.63,0.3084,ACTIVE,0.43,2026-08-19 09:11:50,REF_9375
1040,corp_user_1040@enterprise.io,2026-04-19,Pro,8404.78,JP,198.215.18.109,iOS,USD,12868.89,0.9096,ACTIVE,0.16,2026-08-15 09:11:50,REF_7907
1041,corp_user_1041@enterprise.io,2026-04-09,Basic,6386.96,FR,22.80.77.73,Android,USD,18322.89,0.2156,ACTIVE,0.12,2026-08-17 09:11:50,REF_2073
1042,corp_user_1042@enterprise.io,2026-03-03,Enterprise,4535.34,BR,249.179.122.108,iOS,USD,9278.39,0.7823,ACTIVE,0.12,2026-08-14 09:11:50,REF_2107
1043,corp_user_1043@enterprise.io,2025-12-27,Pro,1699.94,BR,146.167.238.186,MacOS,USD,3174.84,0.1294,ACTIVE,0.4,2026-08-09 09:11:50,REF_4205
1044,corp_user_1044@enterprise.io,2025-12-05,Pro,2890.03,AU,13.142.17.151,iOS,USD,10176.8,0.7351,ACTIVE,0.18,2026-08-16 09:11:50,REF_7166
1045,corp_user_1045@enterprise.io,2025-11-27,Pro,13716.19,IN,78.115.187.195,Linux,USD,40260.89,0.9769,ACTIVE,0.07,2026-08-11 09:11:50,REF_2824
1046,corp_user_1046@enterprise.io,2025-10-17,Basic,5009.17,JP,57.204.82.27,Linux,USD,7142.22,0.989,ACTIVE,0.38,2026-08-15 09:11:50,REF_6353
1047,corp_user_1047@enterprise.io,2026-05-29,Enterprise,1228.59,CA,141.227.216.61,Windows,USD,2434.43,0.7097,ACTIVE,0.4,2026-08-15 09:11:50,REF_6178
1048,corp_user_1048@enterprise.io,2026-05-02,Enterprise,14971.99,CA,204.171.60.203,Linux,USD,26871.13,0.2598,ACTIVE,0.28,2026-08-19 09:11:50,REF_8188
1049,corp_user_1049@enterprise.io,2025-11-30,Pro,3414.34,US,109.42.228.170,Windows,USD,12530.98,0.1798,ACTIVE,0.22,2026-08-20 09:11:50,REF_6978
1050,corp_user_1050@enterprise.io,2026-08-18,Enterprise,7916.13,IN,86.118.64.192,MacOS,USD,10795.02,0.5687,ACTIVE,0.19,2026-08-17 09:11:50,REF_2264
1051,corp_user_1051@enterprise.io,2026-01-07,Pro,6853.1,JP,1.56.241.75,Linux,USD,20723.59,0.9393,ACTIVE,0.2,2026-08-16 09:11:50,REF_4286
1052,corp_user_1052@enterprise.io,2026-03-23,Enterprise,8592.7,UK,121.59.224.88,Linux,USD,24473.25,0.9783,ACTIVE,0.19,2026-08-09 09:11:50,REF_6440
1053,corp_user_1053@enterprise.io,2026-07-08,Pro,12324.9,AU,162.88.70.239,Windows,USD,33898.36,0.7045,ACTIVE,0.21,2026-08-09 09:11:50,REF_7636
1054,corp_user_1054@enterprise.io,2025-12-23,Basic,8136.04,UK,145.225.159.102,Linux,USD,19945.84,0.5211,ACTIVE,0.38,2026-08-14 09:11:50,REF_8567
1055,corp_user_1055@enterprise.io,2026-04-07,Basic,7246.0,UK,80.192.61.245,iOS,USD,17677.62,0.2799,ACTIVE,0.18,2026-08-18 09:11:50,REF_9539
1056,corp_user_1056@enterprise.io,2025-12-24,Basic,14657.91,BR,70.242.68.245,MacOS,USD,57330.99,0.4891,ACTIVE,0.29,2026-08-14 09:11:50,REF_3776
1057,corp_user_1057@enterprise.io,2025-10-09,Pro,14414.64,JP,169.230.77.58,iOS,USD,44941.61,0.9884,ACTIVE,0.19,2026-08-20 09:11:50,REF_3347
1058,corp_user_1058@enterprise.io,2025-11-30,Enterprise,10620.44,BR,130.55.140.104,MacOS,USD,16641.25,0.3432,ACTIVE,0.31,2026-08-19 09:11:50,REF_8531
1059,corp_user_1059@enterprise.io,2026-07-15,Basic,1910.93,UK,53.145.14.12,iOS,USD,6708.13,0.5648,ACTIVE,0.41,2026-08-10 09:11:50,REF_7819
1060,corp_user_1060@enterprise.io,2025-08-29,Pro,352.88,UK,187.171.111.80,MacOS,USD,998.71,0.7484,ACTIVE,0.34,2026-08-22 09:11:50,REF_9016
1061,corp_user_1061@enterprise.io,2026-07-02,Pro,12072.88,BR,52.205.87.2,MacOS,USD,15205.65,0.9121,ACTIVE,0.28,2026-08-22 09:11:50,REF_7915
1062,corp_user_1062@enterprise.io,2026-05-13,Pro,2765.33,SG,182.151.21.70,MacOS,USD,10334.62,0.6922,ACTIVE,0.26,2026-08-20 09:11:50,REF_2270
1063,corp_user_1063@enterprise.io,2026-05-06,Basic,11424.82,IN,124.4.156.124,Windows,USD,36328.7,0.1069,ACTIVE,0.14,2026-08-23 09:11:50,REF_8295
1064,corp_user_1064@enterprise.io,2025-12-07,Basic,11946.42,DE,175.149.97.107,MacOS,USD,35776.63,0.2232,ACTIVE,0.09,2026-08-17 09:11:50,REF_9225
1065,corp_user_1065@enterprise.io,2025-08-31,Enterprise,9222.88,CA,74.206.242.12,Windows,USD,26899.01,0.6896,ACTIVE,0.12,2026-08-22 09:11:50,REF_7151
1066,corp_user_1066@enterprise.io,2026-06-19,Enterprise,6493.73,JP,115.208.127.32,Linux,USD,14530.82,0.1564,ACTIVE,0.2,2026-08-21 09:11:50,REF_3718
1067,corp_user_1067@enterprise.io,2026-06-07,Enterprise,2260.77,JP,241.203.167.101,Linux,USD,7326.77,0.3017,ACTIVE,0.33,2026-08-19 09:11:50,REF_1058
1068,corp_user_1068@enterprise.io,2026-07-13,Pro,13517.35,AU,92.47.187.105,Windows,USD,35186.42,0.192,ACTIVE,0.12,2026-08-13 09:11:50,REF_6747
1069,corp_user_1069@enterprise.io,2025-10-11,Enterprise,375.09,UK,54.54.24.172,MacOS,USD,1084.03,0.9387,ACTIVE,0.19,2026-08-18 09:11:50,REF_2485
1070,corp_user_1070@enterprise.io,2025-12-30,Basic,5871.42,CA,11.133.157.55,iOS,USD,17515.21,0.8193,ACTIVE,0.44,2026-08-20 09:11:50,REF_6139
1071,corp_user_1071@enterprise.io,2026-03-08,Pro,6676.57,DE,60.105.65.168,Linux,USD,19301.84,0.4624,ACTIVE,0.16,2026-08-17 09:11:50,REF_2141
1072,corp_user_1072@enterprise.io,2026-01-29,Basic,10059.1,FR,59.121.227.181,MacOS,USD,12964.7,0.037,ACTIVE,0.13,2026-08-11 09:11:50,REF_6385
1073,corp_user_1073@enterprise.io,2026-03-30,Enterprise,13315.41,FR,162.79.69.64,Linux,USD,44832.9,0.9675,ACTIVE,0.41,2026-08-21 09:11:50,REF_4742
1074,corp_user_1074@enterprise.io,2025-12-10,Pro,7494.3,US,93.127.21.27,Linux,USD,19360.3,0.1306,ACTIVE,0.39,2026-08-23 09:11:50,REF_3363
1075,corp_user_1075@enterprise.io,2025-11-14,Pro,2914.88,BR,42.119.216.125,Windows,USD,8299.16,0.5947,ACTIVE,0.05,2026-08-17 09:11:50,REF_6753
1076,corp_user_1076@enterprise.io,2026-05-21,Pro,4961.37,BR,122.238.15.39,Linux,USD,15072.01,0.9069,ACTIVE,0.33,2026-08-23 09:11:50,REF_2980
1077,corp_user_1077@enterprise.io,2025-12-25,Enterprise,7013.81,DE,85.191.207.35,iOS,USD,23892.5,0.1977,ACTIVE,0.32,2026-08-21 09:11:50,REF_6557
1078,corp_user_1078@enterprise.io,2025-11-12,Enterprise,2979.31,DE,131.212.112.185,MacOS,USD,7188.15,0.4244,ACTIVE,0.22,2026-08-16 09:11:50,REF_9865
1079,corp_user_1079@enterprise.io,2025-11-22,Pro,9754.18,AU,36.222.198.216,MacOS,USD,25830.48,0.8555,ACTIVE,0.35,2026-08-15 09:11:50,REF_2348
1080,corp_user_1080@enterprise.io,2025-10-21,Pro,3934.93,DE,158.166.165.100,Android,USD,13078.27,0.0881,ACTIVE,0.08,2026-08-17 09:11:50,REF_8571
1081,corp_user_1081@enterprise.io,2026-01-08,Pro,61.7,AU,173.66.46.211,Windows,USD,131.08,0.0146,ACTIVE,0.43,2026-08-13 09:11:50,REF_8560
1082,corp_user_1082@enterprise.io,2026-03-05,Basic,14619.62,US,22.112.54.115,iOS,USD,51962.24,0.0284,ACTIVE,0.22,2026-08-15 09:11:50,REF_8925
1083,corp_user_1083@enterprise.io,2025-09-28,Basic,10876.88,CA,132.27.14.15,Windows,USD,20614.7,0.834,ACTIVE,0.15,2026-08-09 09:11:50,REF_3934
1084,corp_user_1084@enterprise.io,2025-09-09,Enterprise,6136.32,FR,82.35.186.143,iOS,USD,19009.9,0.393,ACTIVE,0.45,2026-08-20 09:11:50,REF_5164
1085,corp_user_1085@enterprise.io,2025-08-28,Pro,1088.7,DE,162.183.65.114,iOS,USD,3617.52,0.3257,ACTIVE,0.34,2026-08-18 09:11:50,REF_2074
1086,corp_user_1086@enterprise.io,2025-10-01,Basic,14270.74,FR,162.21.207.156,Android,USD,54833.89,0.4521,ACTIVE,0.2,2026-08-19 09:11:50,REF_7237
1087,corp_user_1087@enterprise.io,2026-06-26,Basic,500.87,AU,246.173.82.233,iOS,USD,910.5,0.285,ACTIVE,0.36,2026-08-16 09:11:50,REF_4194
1088,corp_user_1088@enterprise.io,2025-11-29,Basic,12910.2,BR,209.103.213.210,Android,USD,34986.4,0.223,ACTIVE,0.26,2026-08-17 09:11:50,REF_3948
1089,corp_user_1089@enterprise.io,2026-03-03,Basic,10659.02,IN,41.147.132.31,iOS,USD,40825.87,0.6441,ACTIVE,0.29,2026-08-20 09:11:50,REF_2858
1090,corp_user_1090@enterprise.io,2026-06-03,Pro,13182.08,IN,47.74.81.85,iOS,USD,20643.46,0.4326,ACTIVE,0.4,2026-08-21 09:11:50,REF_6605
1091,corp_user_1091@enterprise.io,2025-11-12,Enterprise,7521.48,IN,150.166.115.98,iOS,USD,16187.05,0.5243,ACTIVE,0.21,2026-08-18 09:11:50,REF_6668
1092,corp_user_1092@enterprise.io,2026-02-05,Basic,8903.68,UK,165.17.195.73,Linux,USD,12797.48,0.0294,ACTIVE,0.2,2026-08-23 09:11:50,REF_2290
1093,corp_user_1093@enterprise.io,2025-10-01,Basic,6580.24,FR,79.156.201.200,MacOS,USD,26076.41,0.3629,ACTIVE,0.28,2026-08-10 09:11:50,REF_5173
1094,corp_user_1094@enterprise.io,2026-05-24,Enterprise,13596.08,AU,164.4.230.87,MacOS,USD,30817.27,0.531,ACTIVE,0.3,2026-08-13 09:11:50,REF_5168
1095,corp_user_1095@enterprise.io,2026-07-30,Basic,12135.4,US,172.91.33.168,MacOS,USD,40901.04,0.6658,ACTIVE,0.09,2026-08-10 09:11:50,REF_6853
1096,corp_user_1096@enterprise.io,2025-10-02,Pro,4860.56,SG,21.42.251.159,iOS,USD,9368.91,0.9419,ACTIVE,0.32,2026-08-11 09:11:50,REF_6072
1097,corp_user_1097@enterprise.io,2025-10-27,Basic,8520.17,IN,72.47.147.236,iOS,USD,24657.84,0.2458,ACTIVE,0.2,2026-08-18 09:11:50,REF_4186
1098,corp_user_1098@enterprise.io,2026-05-12,Basic,6664.6,UK,15.57.25.153,Windows,USD,19708.76,0.9322,ACTIVE,0.06,2026-08-20 09:11:50,REF_6427
1099,corp_user_1099@enterprise.io,2025-08-28,Basic,10162.3,US,240.115.172.220,Windows,USD,12393.11,0.3811,ACTIVE,0.14,2026-08-10 09:11:50,REF_7915
1100,corp_user_1100@enterprise.io,2026-07-19,Enterprise,13376.18,UK,80.84.194.6,Linux,USD,37264.68,0.1785,ACTIVE,0.42,2026-08-11 09:11:50,REF_7989
1101,corp_user_1101@enterprise.io,2025-12-26,Basic,7763.14,US,123.198.152.238,Android,USD,22859.43,0.2602,ACTIVE,0.1,2026-08-10 09:11:50,REF_1320
1102,corp_user_1102@enterprise.io,2026-07-26,Pro,6215.92,CA,181.0.45.180,Windows,USD,12580.31,0.9723,ACTIVE,0.36,2026-08-09 09:11:50,REF_8133
1103,corp_user_1103@enterprise.io,2026-07-09,Basic,6433.94,IN,236.5.111.118,Linux,USD,24173.01,0.3054,ACTIVE,0.3,2026-08-17 09:11:50,REF_1865
1104,corp_user_1104@enterprise.io,2026-05-15,Pro,6370.83,US,204.180.121.208,iOS,USD,24003.51,0.7156,ACTIVE,0.08,2026-08-23 09:11:50,REF_1089
1105,corp_user_1105@enterprise.io,2025-12-13,Enterprise,12490.14,UK,173.129.182.19,Android,USD,40897.55,0.392,ACTIVE,0.12,2026-08-23 09:11:50,REF_8768
1106,corp_user_1106@enterprise.io,2026-01-22,Pro,11639.61,UK,3.112.76.112,Linux,USD,17992.54,0.8793,ACTIVE,0.37,2026-08-15 09:11:50,REF_4971
1107,corp_user_1107@enterprise.io,2026-06-03,Pro,6168.27,CA,41.139.219.214,Android,USD,7484.69,0.6709,ACTIVE,0.1,2026-08-09 09:11:50,REF_4525
1108,corp_user_1108@enterprise.io,2025-11-06,Basic,6591.21,SG,55.9.161.23,Linux,USD,20990.93,0.3832,ACTIVE,0.38,2026-08-11 09:11:50,REF_3812
1109,corp_user_1109@enterprise.io,2026-05-15,Basic,10520.91,JP,85.170.179.244,MacOS,USD,24808.81,0.7861,ACTIVE,0.17,2026-08-21 09:11:50,REF_1672
1110,corp_user_1110@enterprise.io,2025-12-18,Pro,10496.35,US,234.180.201.136,MacOS,USD,33936.84,0.7651,ACTIVE,0.12,2026-08-22 09:11:50,REF_8370
1111,corp_user_1111@enterprise.io,2026-07-05,Basic,6544.09,AU,137.228.170.68,MacOS,USD,13939.54,0.808,ACTIVE,0.1,2026-08-13 09:11:50,REF_9474
1112,corp_user_1112@enterprise.io,2025-11-13,Pro,7773.25,FR,79.39.135.112,Linux,USD,10882.91,0.9628,ACTIVE,0.11,2026-08-14 09:11:50,REF_8730
1113,corp_user_1113@enterprise.io,2025-08-26,Pro,5685.94,SG,72.225.225.239,Android,USD,17252.32,0.4755,ACTIVE,0.44,2026-08-19 09:11:50,REF_1171
1114,corp_user_1114@enterprise.io,2026-02-22,Basic,4586.44,IN,21.25.102.216,Linux,USD,13838.81,0.137,ACTIVE,0.37,2026-08-18 09:11:50,REF_2944
1115,corp_user_1115@enterprise.io,2026-05-27,Pro,2086.2,CA,108.95.192.229,MacOS,USD,7182.74,0.8435,ACTIVE,0.37,2026-08-18 09:11:50,REF_2993
1116,corp_user_1116@enterprise.io,2026-08-09,Basic,7656.11,IN,203.42.5.94,Linux,USD,23785.44,0.7372,ACTIVE,0.22,2026-08-22 09:11:50,REF_7975
1117,corp_user_1117@enterprise.io,2026-02-11,Basic,4744.78,DE,109.99.152.107,iOS,USD,14940.43,0.6496,ACTIVE,0.18,2026-08-16 09:11:50,REF_8018
1118,corp_user_1118@enterprise.io,2026-03-14,Pro,6728.62,DE,229.247.165.152,iOS,USD,26316.57,0.2904,ACTIVE,0.34,2026-08-16 09:11:50,REF_2593
1119,corp_user_1119@enterprise.io,2025-12-23,Pro,7433.18,BR,3.20.105.239,MacOS,USD,21287.11,0.2362,ACTIVE,0.17,2026-08-10 09:11:50,REF_3104
1120,corp_user_1120@enterprise.io,2025-10-15,Enterprise,7614.02,CA,205.150.9.251,MacOS,USD,13973.41,0.0688,ACTIVE,0.19,2026-08-19 09:11:50,REF_1018
1121,corp_user_1121@enterprise.io,2026-03-31,Enterprise,10916.61,CA,3.56.77.4,iOS,USD,36125.15,0.4662,ACTIVE,0.08,2026-08-14 09:11:50,REF_4584
1122,corp_user_1122@enterprise.io,2026-05-27,Pro,735.34,CA,20.59.9.91,iOS,USD,1735.44,0.3804,ACTIVE,0.21,2026-08-23 09:11:50,REF_1730
1123,corp_user_1123@enterprise.io,2026-04-26,Basic,12406.24,JP,52.0.178.123,Android,USD,33801.44,0.5558,ACTIVE,0.39,2026-08-13 09:11:50,REF_2791
1124,corp_user_1124@enterprise.io,2025-09-18,Pro,12908.5,SG,39.67.190.243,Windows,USD,46114.1,0.1698,ACTIVE,0.34,2026-08-18 09:11:50,REF_4905
1125,corp_user_1125@enterprise.io,2025-09-27,Enterprise,10934.14,JP,55.184.208.24,Windows,USD,18903.61,0.5575,ACTIVE,0.44,2026-08-21 09:11:50,REF_3096
1126,corp_user_1126@enterprise.io,2025-10-12,Pro,8002.13,DE,127.149.114.17,Android,USD,26713.06,0.4741,ACTIVE,0.29,2026-08-21 09:11:50,REF_2753
1127,corp_user_1127@enterprise.io,2026-01-28,Pro,6087.34,IN,179.24.121.159,Linux,USD,7464.96,0.1424,ACTIVE,0.19,2026-08-18 09:11:50,REF_2105
1128,corp_user_1128@enterprise.io,2025-08-28,Basic,9009.17,UK,52.142.208.122,Linux,USD,19089.86,0.4217,ACTIVE,0.15,2026-08-12 09:11:50,REF_8623
1129,corp_user_1129@enterprise.io,2026-01-21,Basic,13724.86,AU,154.112.195.89,MacOS,USD,32738.36,0.3855,ACTIVE,0.16,2026-08-16 09:11:50,REF_4146
1130,corp_user_1130@enterprise.io,2026-05-29,Enterprise,8720.92,SG,155.186.52.118,Windows,USD,19189.96,0.0684,ACTIVE,0.35,2026-08-20 09:11:50,REF_9725
1131,corp_user_1131@enterprise.io,2026-07-08,Enterprise,7589.53,IN,251.127.174.171,Linux,USD,12147.9,0.7891,ACTIVE,0.1,2026-08-16 09:11:50,REF_6478
1132,corp_user_1132@enterprise.io,2026-08-21,Enterprise,11194.91,BR,44.63.204.32,Linux,USD,44202.37,0.2232,ACTIVE,0.33,2026-08-21 09:11:50,REF_3530
1133,corp_user_1133@enterprise.io,2026-07-23,Basic,7312.21,AU,154.170.5.28,Linux,USD,10027.86,0.8217,ACTIVE,0.12,2026-08-10 09:11:50,REF_8665
1134,corp_user_1134@enterprise.io,2026-02-08,Basic,13906.23,JP,49.168.219.15,iOS,USD,32752.56,0.8867,ACTIVE,0.06,2026-08-23 09:11:50,REF_3759
1135,corp_user_1135@enterprise.io,2026-05-04,Enterprise,12333.01,DE,189.31.177.180,MacOS,USD,44652.57,0.3972,ACTIVE,0.17,2026-08-20 09:11:50,REF_9162
1136,corp_user_1136@enterprise.io,2025-11-01,Enterprise,13084.01,DE,3.164.26.251,Android,USD,32001.74,0.4527,ACTIVE,0.31,2026-08-19 09:11:50,REF_2150
1137,corp_user_1137@enterprise.io,2025-10-30,Basic,2980.49,UK,144.229.99.177,Windows,USD,5784.5,0.7393,ACTIVE,0.09,2026-08-15 09:11:50,REF_6087
1138,corp_user_1138@enterprise.io,2025-11-05,Enterprise,10742.88,SG,131.126.220.7,Linux,USD,35282.52,0.1362,ACTIVE,0.38,2026-08-20 09:11:50,REF_4925
1139,corp_user_1139@enterprise.io,2026-02-27,Enterprise,12578.78,AU,209.226.65.235,Android,USD,21312.15,0.392,ACTIVE,0.27,2026-08-10 09:11:50,REF_3547
1140,corp_user_1140@enterprise.io,2025-10-30,Pro,7687.52,CA,156.5.177.195,Linux,USD,28038.95,0.1843,ACTIVE,0.39,2026-08-13 09:11:50,REF_4270
1141,corp_user_1141@enterprise.io,2026-08-17,Basic,5603.78,UK,30.109.95.89,iOS,USD,21021.54,0.5898,ACTIVE,0.38,2026-08-10 09:11:50,REF_4730
1142,corp_user_1142@enterprise.io,2026-02-04,Enterprise,14126.55,BR,130.241.66.20,iOS,USD,31120.72,0.4348,ACTIVE,0.21,2026-08-12 09:11:50,REF_4139
1143,corp_user_1143@enterprise.io,2025-12-24,Basic,5956.81,US,88.254.128.76,Android,USD,19692.18,0.2084,ACTIVE,0.38,2026-08-18 09:11:50,REF_3103
1144,corp_user_1144@enterprise.io,2025-10-04,Enterprise,3025.26,JP,239.123.137.201,MacOS,USD,8542.21,0.929,ACTIVE,0.35,2026-08-18 09:11:50,REF_9932
1145,corp_user_1145@enterprise.io,2026-01-16,Enterprise,12726.61,UK,81.67.63.42,Android,USD,24354.68,0.0805,ACTIVE,0.43,2026-08-14 09:11:50,REF_4707
1146,corp_user_1146@enterprise.io,2025-11-01,Basic,8919.21,SG,43.132.75.30,iOS,USD,17684.98,0.1571,ACTIVE,0.32,2026-08-15 09:11:50,REF_5888
1147,corp_user_1147@enterprise.io,2025-12-08,Basic,10189.15,SG,101.37.66.158,Windows,USD,37022.83,0.3688,ACTIVE,0.37,2026-08-14 09:11:50,REF_6514
1148,corp_user_1148@enterprise.io,2025-09-11,Pro,4292.15,JP,97.157.26.129,Android,USD,12887.55,0.206,ACTIVE,0.2,2026-08-14 09:11:50,REF_7288
1149,corp_user_1149@enterprise.io,2026-02-06,Enterprise,635.31,US,58.57.9.182,Linux,USD,2216.62,0.7964,ACTIVE,0.23,2026-08-13 09:11:50,REF_2490
